IL2021-22316,24_Big6_MASMI,grain_yield,6892.84
IL2021-22316,24_Big6_MASMI,grain_yield,6173.59
IL2021-17859,24_Big6_MASMI,grain_yield,7060.1
IL2021-41721,24_Big6_MASMI,grain_yield,6378.65
IL2021-15134,24_Big6_MASMI,grain_yield,5805.05
IL2021-15254,24_Big6_MASMI,grain_yield,6637.53
IL2021-16415,24_Big6_MASMI,grain_yield,6311.43
IL2021-18451,24_Big6_MASMI,grain_yield,6553.37
IL2021-18457,24_Big6_MASMI,grain_yield,5438.73
IL2021-19401,24_Big6_MASMI,grain_yield,6715.24
IL2021-26834,24_Big6_MASMI,grain_yield,5703.65
IL2021-28712,24_Big6_MASMI,grain_yield,6657.72
IL2021-32902,24_Big6_MASMI,grain_yield,6313.07
IL2021-36639,24_Big6_MASMI,grain_yield,6509.02
IL2021-39253,24_Big6_MASMI,grain_yield,6284.81
IL2021-22316,24_Big6_SVREC,grain_yield,6227.58
IL2021-22316,24_Big6_SVREC,grain_yield,6007.49
IL2021-17859,24_Big6_SVREC,grain_yield,6106.39
IL2021-41721,24_Big6_SVREC,grain_yield,6300.56
IL2021-15134,24_Big6_SVREC,grain_yield,6055.39
IL2021-15254,24_Big6_SVREC,grain_yield,6164.87
IL2021-16415,24_Big6_SVREC,grain_yield,5565.74
IL2021-18451,24_Big6_SVREC,grain_yield,6358.04
IL2021-18457,24_Big6_SVREC,grain_yield,6348.46
IL2021-19401,24_Big6_SVREC,grain_yield,6074.56
IL2021-26834,24_Big6_SVREC,grain_yield,6041.07
IL2021-28712,24_Big6_SVREC,grain_yield,6551.41
IL2021-32902,24_Big6_SVREC,grain_yield,6453.99
IL2021-36639,24_Big6_SVREC,grain_yield,6691.29
IL2021-39253,24_Big6_SVREC,grain_yield,6755.78
IL2021-14925,25_Big6_MASON_MASMI,grain_yield,5311.524654
IL2021-14925,25_Big6_MASON_MASMI,grain_yield,4571.965991
IL2021-15254,25_Big6_MASON_MASMI,grain_yield,5595.314699
IL2021-15254,25_Big6_MASON_MASMI,grain_yield,3850.920282
IL2021-28826,25_Big6_MASON_MASMI,grain_yield,6413.355871
IL2021-28826,25_Big6_MASON_MASMI,grain_yield,5833.763057
IL2021-32902,25_Big6_MASON_MASMI,grain_yield,6439.497894
IL2021-32902,25_Big6_MASON_MASMI,grain_yield,5961.763956
IL2021-26834,25_Big6_MASON_MASMI,grain_yield,6536.229962
IL2021-26834,25_Big6_MASON_MASMI,grain_yield,5719.994932
IL2021-16415,25_Big6_MASON_MASMI,grain_yield,6002.769022
IL2021-16415,25_Big6_MASON_MASMI,grain_yield,6834.365665
IL2021-36445,25_Big6_MASON_MASMI,grain_yield,5278.336797
IL2021-36445,25_Big6_MASON_MASMI,grain_yield,7018.883755
IL2021-18457,25_Big6_MASON_MASMI,grain_yield,5381.813676
IL2021-18457,25_Big6_MASON_MASMI,grain_yield,5791.083548
IL2021-15134,25_Big6_MASON_MASMI,grain_yield,6425.801318
IL2021-15134,25_Big6_MASON_MASMI,grain_yield,7232.356557
IL2021-29425,25_Big6_MASON_MASMI,grain_yield,5559.455257
IL2021-29425,25_Big6_MASON_MASMI,grain_yield,6063.500543
IL2021-39253,25_Big6_MASON_MASMI,grain_yield,6279.278057
IL2021-39253,25_Big6_MASON_MASMI,grain_yield,5486.203033
IL2021-18451,25_Big6_MASON_MASMI,grain_yield,6268.102554
IL2021-18451,25_Big6_MASON_MASMI,grain_yield,5341.297774
IL2021-28712,25_Big6_MASON_MASMI,grain_yield,5795.04389
IL2021-28712,25_Big6_MASON_MASMI,grain_yield,5600.87423
IL2021-46842,25_Big6_MASON_MASMI,grain_yield,6129.217768
IL2021-46842,25_Big6_MASON_MASMI,grain_yield,6021.11265
IL2021-43877,25_Big6_MASON_MASMI,grain_yield,5588.692179
IL2021-42522,25_Big6_MASON_MASMI,grain_yield,5540.622465
IL2021-42522,25_Big6_MASON_MASMI,grain_yield,5850.375799
IL2021-36639,25_Big6_MASON_MASMI,grain_yield,6380.826503
IL2021-36639,25_Big6_MASON_MASMI,grain_yield,6555.241487
IL2021-43921,25_Big6_MASON_MASMI,grain_yield,4409.243895
IL2021-43921,25_Big6_MASON_MASMI,grain_yield,6785.919672
IL2021-22316,25_Big6_MASON_MASMI,grain_yield,6390.05476
IL2021-22316,25_Big6_MASON_MASMI,grain_yield,7505.234494
IL2021-19401,25_Big6_MASON_MASMI,grain_yield,5735.836301
IL2021-19401,25_Big6_MASON_MASMI,grain_yield,6191.125163
IL2022-15717,25_Big6_MASON_MASMI,grain_yield,6062.766798
IL2022-4730,25_Big6_MASON_MASMI,grain_yield,5594.524512
IL2022-12028,25_Big6_MASON_MASMI,grain_yield,7127.299303
IL2022-5841,25_Big6_MASON_MASMI,grain_yield,6195.734587
IL2022-12349,25_Big6_MASON_MASMI,grain_yield,5932.987977
IL2022-5308,25_Big6_MASON_MASMI,grain_yield,5551.515758
IL2022-12353,25_Big6_MASON_MASMI,grain_yield,6246.428851
IL2022-5305,25_Big6_MASON_MASMI,grain_yield,5991.903949
IL2022-17039,25_Big6_MASON_MASMI,grain_yield,5759.193855
IL2022-17507,25_Big6_MASON_MASMI,grain_yield,5742.534077
IL2022-2254,25_Big6_MASON_MASMI,grain_yield,6167.438364
IL2022-21633,25_Big6_MASON_MASMI,grain_yield,5213.992992
IL2021-41721,25_Big6_MASON_MASMI,grain_yield,3745.035214
IL2021-17859,25_Big6_MASON_MASMI,grain_yield,5788.910533
IL2021-17841,25_Big6_MASON_MASMI,grain_yield,5793.087236
IL2021-17813,25_Big6_MASON_MASMI,grain_yield,4392.913362
IL2021-17857,25_Big6_MASON_MASMI,grain_yield,5170.090574
IL2022-15802,25_Big6_MASON_MASMI,grain_yield,6490.069867
IL2022-18345,25_Big6_MASON_MASMI,grain_yield,6061.581517
IL2022-8676,25_Big6_MASON_MASMI,grain_yield,6884.373219
IL2022-6330,25_Big6_MASON_MASMI,grain_yield,5956.543078
IL2022-10460,25_Big6_MASON_MASMI,grain_yield,7480.663439
IL2022-7368,25_Big6_MASON_MASMI,grain_yield,3649.610717
IL2022-4524,25_Big6_MASON_MASMI,grain_yield,5008.280956
IL2022-7956,25_Big6_MASON_MASMI,grain_yield,5273.482791
IL2022-15777,25_Big6_MASON_MASMI,grain_yield,6747.821366
IL2022-8157,25_Big6_MASON_MASMI,grain_yield,5832.634218
IL2022-9906,25_Big6_MASON_MASMI,grain_yield,5817.705327
IL2022-7442,25_Big6_MASON_MASMI,grain_yield,7250.93536
IL2022-1570,25_Big6_MASON_MASMI,grain_yield,6000.567786
IL2022-7448,25_Big6_MASON_MASMI,grain_yield,6785.120078
IL2022-17244,25_Big6_MASON_MASMI,grain_yield,6338.880739
IL2022-17009,25_Big6_MASON_MASMI,grain_yield,6017.744948
IL2022-22930,25_Big6_MASON_MASMI,grain_yield,5317.479278
IL2022-18037,25_Big6_MASON_MASMI,grain_yield,4659.244035
IL2022-18139,25_Big6_MASON_MASMI,grain_yield,6579.577368
IL2022-7446,25_Big6_MASON_MASMI,grain_yield,6085.061362
IL2022-11220,25_Big6_MASON_MASMI,grain_yield,6165.942653
IL2022-17322,25_Big6_MASON_MASMI,grain_yield,5559.154233
IL2021-18451,YT_Urb_22,grain_yield,7675.11
IL2021-28826,YT_Urb_22,grain_yield,7013.61
IL2021-43877,YT_Urb_22,grain_yield,7814.97
IL2021-46842,YT_Urb_22,grain_yield,8146.7
IL2021-15134,YT_Urb_22,grain_yield,7800.22
IL2021-39253,YT_Urb_22,grain_yield,7099.6
IL2021-26834,YT_Urb_22,grain_yield,7702.21
IL2021-19401,YT_Urb_22,grain_yield,8103.82
IL2021-17857,YT_Urb_22,grain_yield,7379.34
IL2021-36639,YT_Urb_22,grain_yield,7905.82
IL2021-36445,YT_Urb_22,grain_yield,7861.44
IL2021-41721,YT_Urb_22,grain_yield,7978.08
IL2021-42522,YT_Urb_22,grain_yield,6788.5
IL2021-32902,YT_Urb_22,grain_yield,7177.16
IL2021-22316,YT_Urb_22,grain_yield,8429.86
IL2021-17859,YT_Urb_22,grain_yield,7475.52
IL2021-28712,YT_Urb_22,grain_yield,7716.32
IL2021-18457,YT_Urb_22,grain_yield,7193.02
IL2021-15254,YT_Urb_22,grain_yield,7784.11
IL2021-17813,YT_Neo_22,grain_yield,7322.88
IL2021-43921,YT_Neo_22,grain_yield,7557.24
IL2022F4S-7401,SI_Urb_23,grain_yield,5495.72
