study_db_id,season,germplasm_db_id,germplasmName,observation_unit_db_id,observation_unit_name,rep,block,plot,row,column,observation_variable_name,value,project_id,file_name,download_url,studyName
10903.0,2023.0,219435.0,SHIRLEY,1631637.0,HRWElite_2023_BLAVA_109,1.0,1.0,109.0,1.0,10.0,Grain yield - kg/ha|CO_321:0001218,7987.97794722058,,,,HRWElite_2023_BLAVA
10903.0,2023.0,1415064.0,VA20HRW-39,1631692.0,HRWElite_2023_BLAVA_113,1.0,1.0,113.0,1.0,14.0,Grain yield - kg/ha|CO_321:0001218,7142.16843629641,,,,HRWElite_2023_BLAVA
10903.0,2023.0,1415118.0,VA20HRW-70,1631731.0,HRWElite_2023_BLAVA_117,1.0,1.0,117.0,2.0,15.0,Grain yield - kg/ha|CO_321:0001218,8101.44325799026,,,,HRWElite_2023_BLAVA
10903.0,2023.0,1345386.0,VISION45,1631663.0,HRWElite_2023_BLAVA_126,1.0,1.0,126.0,2.0,6.0,Grain yield - kg/ha|CO_321:0001218,7418.13022075843,,,,HRWElite_2023_BLAVA
10903.0,2023.0,1344136.0,VA18HRW-96,1631714.0,HRWElite_2023_BLAVA_130,1.0,1.0,130.0,2.0,2.0,Grain yield - kg/ha|CO_321:0001218,8203.21835544606,,,,HRWElite_2023_BLAVA
10903.0,2023.0,1345566.0,VA18HRW-58,1631609.0,HRWElite_2023_BLAVA_133,1.0,1.0,133.0,3.0,4.0,Grain yield - kg/ha|CO_321:0001218,8131.39629382027,,,,HRWElite_2023_BLAVA
10903.0,2023.0,1415119.0,VA20HRW-10,1631718.0,HRWElite_2023_BLAVA_134,1.0,1.0,134.0,3.0,5.0,Grain yield - kg/ha|CO_321:0001218,7920.68396178178,,,,HRWElite_2023_BLAVA
10903.0,2023.0,1345064.0,VA18HRW-57,1631777.0,HRWElite_2023_BLAVA_141,1.0,1.0,141.0,3.0,12.0,Grain yield - kg/ha|CO_321:0001218,8198.51467519636,,,,HRWElite_2023_BLAVA
10903.0,2023.0,1550452.0,Phoenix 29,1631680.0,HRWElite_2023_BLAVA_145,1.0,1.0,145.0,3.0,16.0,Grain yield - kg/ha|CO_321:0001218,8569.26502405,,,,HRWElite_2023_BLAVA
10903.0,2023.0,1415168.0,DH18HRW-138-56,1631706.0,HRWElite_2023_BLAVA_146,1.0,1.0,146.0,4.0,16.0,Grain yield - kg/ha|CO_321:0001218,8380.80423537938,,,,HRWElite_2023_BLAVA
10903.0,2023.0,1414910.0,VA20HRW-50,1631696.0,HRWElite_2023_BLAVA_149,1.0,1.0,149.0,4.0,13.0,Grain yield - kg/ha|CO_321:0001218,7847.30654988673,,,,HRWElite_2023_BLAVA
10903.0,2023.0,921362.0,VA14HRW-25,1631666.0,HRWElite_2023_BLAVA_150,1.0,1.0,150.0,4.0,12.0,Grain yield - kg/ha|CO_321:0001218,7973.32755113624,,,,HRWElite_2023_BLAVA
