germplasmName,value,pred,fold,studyName
MI22R097,6335.89,6468.762001975517,1,24_MSU_AYT_MASMI
MI22R097,6335.89,6468.762001975517,1,24_MSU_AYT_MASMI
MI22R135,6730.89,6520.297304109129,1,24_MSU_AYT_MASMI
MI22R135,6730.89,6520.297304109129,1,24_MSU_AYT_MASMI
P25R64,6723.53,7142.663716248987,1,24_MSU_AYT_MASMI
P25R64,6723.53,7142.663716248987,1,24_MSU_AYT_MASMI
MI22R057,6213.52,6682.640644369679,1,24_MSU_AYT_MASMI
MI22R135,5789.66,6520.297304109129,1,24_MSU_AYT_MASMI
MI22R135,5789.66,6520.297304109129,1,24_MSU_AYT_MASMI
P25R64,6422.84,7142.663716248987,1,24_MSU_AYT_MASMI
P25R64,6422.84,7142.663716248987,1,24_MSU_AYT_MASMI
MI22R097,6715.47,6468.762001975517,1,24_MSU_AYT_MASMI
MI22R097,6715.47,6468.762001975517,1,24_MSU_AYT_MASMI
MI23R138,4908.06830194302,6788.751888289846,1,25_MSU_PYT_MASMI
MI23R138,4908.06830194302,6788.751888289846,1,25_MSU_PYT_MASMI
MI22R057,4046.83964288127,6682.6406443696815,1,25_MSU_PYT_MASMI
MI22R057,4046.83964288127,6682.6406443696815,1,25_MSU_PYT_MASMI
MI23R134,5360.10234547996,6938.091682039271,1,25_MSU_PYT_MASMI
MI23R134,5360.10234547996,6938.091682039271,1,25_MSU_PYT_MASMI
MI23R126,6237.81204931054,6745.109131628342,1,25_MSU_PYT_MASMI
MI23R126,6237.81204931054,6745.109131628342,1,25_MSU_PYT_MASMI
MI23R081,6256.3250037084,6703.614796049594,1,25_MSU_PYT_MASMI
MI23R081,6256.3250037084,6703.614796049594,1,25_MSU_PYT_MASMI
MI22R097,4286.82133985484,6468.762001975516,1,25_MSU_PYT_MASMI
MI22R097,4286.82133985484,6468.762001975516,1,25_MSU_PYT_MASMI
MI23R020,4141.75616212644,6606.2933701779475,1,25_MSU_PYT_MASMI
MI23R020,4141.75616212644,6606.2933701779475,1,25_MSU_PYT_MASMI
MI23R065,5655.78282446053,6991.06444187554,1,25_MSU_PYT_MASMI
MI23R065,5655.78282446053,6991.06444187554,1,25_MSU_PYT_MASMI
MI23R161,5599.24682043045,6188.736370412771,1,25_MSU_PYT_MASMI
MI23R161,5599.24682043045,6188.736370412771,1,25_MSU_PYT_MASMI
MI23R032,6071.79750702722,6414.721344367014,1,25_MSU_PYT_MASMI
MI23R032,6071.79750702722,6414.721344367014,1,25_MSU_PYT_MASMI
MI23R233,6068.07233937399,6449.016204373054,1,25_MSU_PYT_MASMI
MI23R233,6068.07233937399,6449.016204373054,1,25_MSU_PYT_MASMI
MI23R090,4828.64509361925,6934.620988845178,1,25_MSU_PYT_MASMI
MI23R090,4828.64509361925,6934.620988845178,1,25_MSU_PYT_MASMI
MI23R071,6151.07961051565,6610.674093952639,1,25_MSU_PYT_MASMI
MI23R071,6151.07961051565,6610.674093952639,1,25_MSU_PYT_MASMI
MI22R135,5941.30375529592,6520.297304109117,1,25_MSU_PYT_MASMI
MI22R135,5941.30375529592,6520.297304109117,1,25_MSU_PYT_MASMI
MI23R181,6427.53220393258,6744.66542020048,1,25_MSU_PYT_MASMI
MI23R181,6427.53220393258,6744.66542020048,1,25_MSU_PYT_MASMI
MI23R153,6438.40668324352,6585.332511284936,1,25_MSU_PYT_MASMI
MI23R153,6438.40668324352,6585.332511284936,1,25_MSU_PYT_MASMI
MI23R119,6285.03513420753,6896.6047367449655,1,25_MSU_PYT_MASMI
MI23R119,6285.03513420753,6896.6047367449655,1,25_MSU_PYT_MASMI
P25R64,6972.46026407467,7142.663716248969,1,25_MSU_PYT_MASMI
P25R64,6972.46026407467,7142.663716248969,1,25_MSU_PYT_MASMI
MI23R099,6801.67637835654,6680.725296916163,1,25_MSU_PYT_MASMI
MI23R099,6801.67637835654,6680.725296916163,1,25_MSU_PYT_MASMI
MI23R032,5618.34300814777,6414.721344367014,1,25_MSU_PYT_MASMI
MI23R032,5618.34300814777,6414.721344367014,1,25_MSU_PYT_MASMI
