germplasmName,value,pred,fold,studyName
Jasper,5501.1244949328,6977.106021287544,1,EWashingtonCereals_SWW_DTN_2015
Jasper,5501.1244949328,6977.106021287544,1,EWashingtonCereals_SWW_DTN_2015
Jasper,5501.1244949328,6977.106021287544,1,EWashingtonCereals_SWW_DTN_2015
Jasper,5440.5986753064,6977.106021287544,1,EWashingtonCereals_SWW_DTN_2015
Jasper,5440.5986753064,6977.106021287544,1,EWashingtonCereals_SWW_DTN_2015
Jasper,5440.5986753064,6977.106021287544,1,EWashingtonCereals_SWW_DTN_2015
Jasper,5696.1521359512,6977.106021287544,1,EWashingtonCereals_SWW_DTN_2015
Jasper,5696.1521359512,6977.106021287544,1,EWashingtonCereals_SWW_DTN_2015
Jasper,5696.1521359512,6977.106021287544,1,EWashingtonCereals_SWW_DTN_2015
Piranha CL+,5063.9935754088,4743.123683871485,1,EWashingtonCereals_SWW_PUL_2021
Piranha CL+,5063.9935754088,4743.123683871485,1,EWashingtonCereals_SWW_PUL_2021
Piranha CL+,5063.9935754088,4743.123683871485,1,EWashingtonCereals_SWW_PUL_2021
Sockeye CL+,5171.5950325224,5884.8795110240235,1,EWashingtonCereals_SWW_PUL_2021
Sockeye CL+,5171.5950325224,5884.8795110240235,1,EWashingtonCereals_SWW_PUL_2021
Sockeye CL+,5171.5950325224,5884.8795110240235,1,EWashingtonCereals_SWW_PUL_2021
LCS Hulk,4909.316480808,4908.117183398435,1,EWashingtonCereals_SWW_PUL_2021
LCS Hulk,4909.316480808,4908.117183398435,1,EWashingtonCereals_SWW_PUL_2021
LCS Hulk,4909.316480808,4908.117183398435,1,EWashingtonCereals_SWW_PUL_2021
LCS Shine,6119.832873336,5180.360308513007,1,EWashingtonCereals_SWW_PUL_2021
LCS Shine,6119.832873336,5180.360308513007,1,EWashingtonCereals_SWW_PUL_2021
LCS Shine,6119.832873336,5180.360308513007,1,EWashingtonCereals_SWW_PUL_2021
Piranha CL+,5454.0488574456,4743.123683871485,1,EWashingtonCereals_SWW_PUL_2021
Piranha CL+,5454.0488574456,4743.123683871485,1,EWashingtonCereals_SWW_PUL_2021
Piranha CL+,5454.0488574456,4743.123683871485,1,EWashingtonCereals_SWW_PUL_2021
Jasper,5474.2241306544,5238.942073548171,1,EWashingtonCereals_SWW_PUL_2021
Jasper,5474.2241306544,5238.942073548171,1,EWashingtonCereals_SWW_PUL_2021
Jasper,5474.2241306544,5238.942073548171,1,EWashingtonCereals_SWW_PUL_2021
Norwest Duet,4768.0895683464,4782.038115551038,1,EWashingtonCereals_SWW_PUL_2021
Norwest Duet,4768.0895683464,4782.038115551038,1,EWashingtonCereals_SWW_PUL_2021
Norwest Duet,4768.0895683464,4782.038115551038,1,EWashingtonCereals_SWW_PUL_2021
Jasper,4230.0822827784,5238.942073548171,1,EWashingtonCereals_SWW_PUL_2021
Jasper,4230.0822827784,5238.942073548171,1,EWashingtonCereals_SWW_PUL_2021
Jasper,4230.0822827784,5238.942073548171,1,EWashingtonCereals_SWW_PUL_2021
LCS Hulk,4472.185561284,4908.117183398435,1,EWashingtonCereals_SWW_PUL_2021
LCS Hulk,4472.185561284,4908.117183398435,1,EWashingtonCereals_SWW_PUL_2021
LCS Hulk,4472.185561284,4908.117183398435,1,EWashingtonCereals_SWW_PUL_2021
LCS Shine,4082.1302792472,5180.360308513007,1,EWashingtonCereals_SWW_PUL_2021
LCS Shine,4082.1302792472,5180.360308513007,1,EWashingtonCereals_SWW_PUL_2021
LCS Shine,4082.1302792472,5180.360308513007,1,EWashingtonCereals_SWW_PUL_2021
Norwest Duet,3940.9033667856,4782.038115551038,1,EWashingtonCereals_SWW_PUL_2021
Norwest Duet,3940.9033667856,4782.038115551038,1,EWashingtonCereals_SWW_PUL_2021
Norwest Duet,3940.9033667856,4782.038115551038,1,EWashingtonCereals_SWW_PUL_2021
Sockeye CL+,5097.6190307568,5884.8795110240235,1,EWashingtonCereals_SWW_PUL_2021
